Video Time,Commenter,Time,Comment
,Hasnat Kamal,,Dr. Younes
,Bd Solders,,আগে সংস্করণ পরে নির্বাচন
,Gaji Alter,,মামুন মামুন আপনি তো জারজ সন্তান আপনার কথায় বুঝা যায়
,The pepole,,ফারুকী কে বহিষ্কার করুন
,Sohag Ahmed,,পুলিশ হত্যায় ইউনুসের বিচার চাই
,Md eyamin Ahmad,,দ্রব্যমুল্য দাম কমান
,Omar Shahadat,,আম্লিগ নিষিদ্ধ চাই।
,Md shakil,,আপনি আসার পরে দেশে গজব আসছে
,Md Bulbul,,জামাত জিন্দাবাদ
,MD Uzzal,,জয় বাংলা জয় বঙ্গবন্ধু
,Saga Sports,,জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা
,Md Momin,,নৌকায় ভোট দিয়ে শেখ হাসিনা কে আনবো
,Abunice Sopian,,we want good Justice Bangladesh
,nayal king,,batper
,Firoz Khan Media,,তারাতারি পালাও দাদু তোমার দারা হবে না
,Saga Sports,,জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা
,Arif Islam,,আর যে কোন গেলে আলাপি করবে তো সংস্কারের জন্য আপনি আরো পাঁচ বছর থাকেন বক্তব্য
,MR.Newton,,শেখ হাসিনা আসবে আবার
,MD. SHAKIB HOSSEN,,okkkkkkkkkk
,In front of Lina,,ড. ইউনুস বেস্ট
,MD Soyeb,,জামাতের কাছে রাষ্ট্র চাই।
,Alamgir Choudhury,,
,Gisan,,
,Akter Kamal kamru,,স্যার আপনার উপদেষ্টা নিয়োগ সুন্দর হয়ইনি। তারপরও আপনার সরকারের সফলতা কামনা করছি।
,Amin Media,,"সকলের ভোটের অধিকার হোক,,, P R পদ্ধতিতে নির্বাচন হোক"
,MD. SHAKIB HOSSEN,,ooooookkkkkkkkk
,Dr.Nazmus Sihan,,Great
,Information Zone,,৫০ টাকার কমেন্ট লীগ
,MD Deluar Hossen,,
,Nazrul,,আপনি হলেন খুনি উপদেষ্টা
,Killer Eleven,,জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা
,Ismail Khan,,বিএনপি জিন্দাবাদ
,Abir the best films,,আপনার মতন মানুষ যেন প্রতিটি ঘরে জন্ম নেয় ডঃ মুহাম্মদ ইউনূস স্যার
,Prasenjit Jana,,joy bangla
,anonymous Eagle,,Dhur batpar
,MD. SHAKIB HOSSEN,,ok
,Kazi Afaz,,সলিমুল্লাহ ও মাহতাব স্যার কে উপদেষ্টা পদে নিয়োগ দেয়া হোক
,Mamun,,দেশপ্রেমিক সাংবাদিক মাহমিদুর রহমান কে উপদেষ্টা পদে দেখতে চাই
,KING,,sudi yunus
,Abdur rouf Pramanik,,বশির ও ফারুকীর পদ ত্যাগ চাই।।
,Sahidu Jaman,,জয়বাংলায় লাথিমার জিন্দাবাদ কায়েম করো
,Abu Zafor Md Kibria,,ফারুকীর বহিষ্কার করতে হবে। ফাসিবাদের পুনরবহাল চলবে না।
,RAKIN GAMER,,No ফারুকী
,Lines of Life,,kharap korle ba aporipokko kono decision Nile biridhita korbo
,Red & Green Tv,,১৭৭৫ জন মানুষকে গনহত্যা করার পরেও আওয়ামিলীগের নূতন লজ্জা কিংবা অনুতপ্ত বোধ কিংবা আক্ষেপ করতে দেখালাম না। এদের কে বিচার করা ব্যতিত কোন ধরনের রাজনৈতিক কর্মকান্ড করতে না দেয়ার অনুরোধ করছি
,mojahid badhon,,ইসলামী আন্দোলন বাংলাদেশ
,city computer,,আফসোস লীগ
,SM KAMRAN HASAN,,সুন্দর নির্বাচনের আয়োজন করে জনগণের হাতে ক্ষমতা দিয়ে ফিরে যান এই আশা রাখি।
,Amader Network,,জয় বাংলা জয় বঙ্গবন্ধু
,Sohad Hasan,,আমরা খুশি আপনাকে নিয়ে
,Monir Hosen,,
,Shahida Jahan,,no bnp
,Sadikur Rahman,,
,nurunnaher shima,,আপনি এগিয়ে যান আমরা আছি।
,Dork Dork,,KHANKI MAGI HASINA
,As Ar,,জামায়াত শিবির জিন্দাবাদ
,★AGOCHALO KOTHA★,,প্রতিবন্ধীদের জন্য সরকারি চাকরির ব্যবস্থা করা উচিত
,Iqbal Rana,,বন্যা সহায়তায় না ১ হাজার কোটি টাকার ফান্ড রেইজ করার কথা ছিলো? সেটার কতদূর স্যার?
,Boxoe D,,জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা জয় বাংলা হোগা সামলা
,সত্যানুরাগী,,"জয় বাংলা, জয় বঙ্গবন্ধু।"
,Sharif Shahin,,
,NO CALL,,আঙ্কেল সাহেব একটু আলুর কথা বলেন চাউলের দাম থেকে আলুর দাম বেশি এটা নিয়ে কিছু বলেন
,MASUD RANA,,আপনাদের সরকার আসার পর থেকে প্রবাসীরা ঠিক মতো MRP পাসপোর্ট পাচ্ছে না।বিদ্যুৎ বিল বেশি আসছে।
,Arif Islam,,আপনি পাঁচ বছর থাকেন এখনো দেশের সংস্কারের প্রয়োজন আছে
,Fahid Abedin,,
,Anondo Alli,,নৌকা
,Md Rouf,,যারা জয়লীগ বলতেছেন ভাই আপনাদের কি বিবেক জাগ্রত হবে না?আপনারা কি বলেন তো ভাই দেশে এতো কিছু হাসু আপা করলো বা করতেছে তার পরেও হাসু আপা হাসু আপ করতেছেন একটু বিবেকের আদালতে দারান ভাই এইদেশ আপনার আমার সবার।
,Shahida Jahan,,'.
,Unmon Haydar,,"আরে ধুর মিয়া আপনার কথা শুনতে মোটেও ভালো লাগলো না,সংসার চালাতে জীবন শেষ হয়ে গেছে"
,Monir Mahmud 2.9,,doa roilo apnar proti
,MD Uzzal,,শেখ হাসিনা সরকার বারবার দরকার
,Shahida Jahan,,"'[, b.h]m"
,Shafiqul Islam,,হাল ছেরোনা বন্ধু বরং কন্ঠ মেলাও জোরে।জয় হোক মানবতার জয হোক সাধারণ মানুষের। ইউনুস স্যার আপনাকে স্যালুট
,Md Monir Hossain,,ফারুকের মতো মুজিব পূজারী উপদেষ্টা পদে থাকার যোগ্য নাই তাই ডঃ ইউনুসকে আহ্বান জানাই তাকে অবিলম্বে পরিষ্কার করা হোক
,Red & Green Tv,,১৭৭৫ জন মানুষকে গনহত্যা করার পরেও আওয়ামিলীগের নূতন লজ্জা কিংবা অনুতপ্ত বোধ কিংবা আক্ষেপ করতে দেখালাম না। এদের কে বিচার করা ব্যতিত কোন ধরনের রাজনৈতিক কর্মকান্ড করতে না দেয়ার অনুরোধ করছি।
,Md. Sakib,,জয় ভাঙ্গা বল্টু
,Habibur Rahman,,পিনাকি দা কে স্বাস্থ্য উপদেষ্টা চাই
,Anondo Alli,,জয় বাংলা
,Sayf Uzzal,,ফারকী ও বশির থাকার কথা ছিল জেলে তারা আজ উপদেষ্টা
,Shahida Jahan,,''\
,Amit Hasan,,জয় বাংলা জয় বঙ্গবন্ধু
,Short time,,lovd you dr Yunus sir
,Soniya Akter,,মানুষ সোনা চেনে না শুধু জানে কিছু মানুষ পা চাটতে
,Mehrab Mithun,,ফারুকীর পদত্যাগ চাই।
,Shahida Jahan,,kyghu'
,Alam Sarkar,,আরো চেষ্টা করতে হবে
,MD. SHAKIB HOSSEN,,fak chatrolig
,Multimedia Tutorials,,নৌকা
,Lines of Life,,awami league er sorom nai
,syed Hatemul islam,,ভারত নেপাল পাকিস্তান শ্রীলংকা থেকে বিদেশে গেলে আমাদের তুলনায় অনেক কম খরচে যায় আমরা তাদের তিনগুণ বেশি দিয়ে যেতে হয় এই দেখে দৃষ্টি দেন মাননীয় প্রধান উপদেষ্টা
,মোখলেছুর রহমান,,ভালো সিদ্ধান্ত
,kazisaiful islamsamim no,,"আপনি অযোগ্য, আপনার পদত্যাগ চাই"
,Md Faruk Hosen,,joy Bangla
,Mahabbat Kazi,,বাংলাদেশে শেখ হাসিনার বিকল্প নাই।
,Gaming Network,,জয় বাংলা হুগা সামলা
,Tahmid,,Dr Yunus
,Md Mannan,,আলহামদুলিল্লাহ
,forhadahmed_10,,
,Md Mahim,,satro league maney tokai
,Morshed mondol,,দেশ সংস্কার করুন।
,MD. SHAKIB HOSSEN,,joy kutta lig
,MasudBillah,,আজকেউ লোট হইছে
,Sihad Hossain,,"সিন্ডিকেট ভাঙতে হবে,"
,Gaming subhan,,জয় বাংলা জয় বঙ্গবন্ধু
,Nazmul Huda Asif,,good
